Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
55,No,Travel_Rarely,Research & Development,masters_degree,Medical,high,very_high,five,Research Director,meduim,Single,18722,No,very_high,zero,36,better,24,15,15
34,No,Travel_Frequently,Research & Development,no_college,Life Sciences,very_high,meduim,two,Manufacturing Director,high,Married,9547,No,high,zero,10,good,10,9,9
51,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,four,Healthcare Representative,meduim,Single,13734,No,high,zero,21,better,7,7,0
52,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,high,meduim,five,Manager,high,Married,19999,No,low,one,34,better,33,18,9
27,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,one,Research Scientist,meduim,Single,2279,No,very_high,zero,7,good,7,7,3
35,Yes,Travel_Rarely,Research & Development,some_college,Life Sciences,meduim,meduim,two,Manufacturing Director,high,Married,5916,Yes,low,zero,8,better,1,0,1
43,No,Non-Travel,Research & Development,bachelors_degree,Medical,very_high,very_high,one,Research Scientist,very_high,Divorced,2089,No,very_high,three,7,best,5,4,2
45,No,Non-Travel,Research & Development,some_college,Medical,low,meduim,four,Manager,very_high,Married,16792,No,very_high,one,22,better,20,8,8
37,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,meduim,very_high,one,Research Scientist,low,Married,3564,Yes,low,one,8,good,8,7,7
35,No,Travel_Frequently,Research & Development,bachelors_degree,Medical,meduim,high,two,Laboratory Technician,meduim,Single,4425,No,very_high,zero,10,better,6,2,2
42,No,Non-Travel,Research & Development,some_college,Medical,high,high,two,Manufacturing Director,high,Divorced,5265,No,meduim,one,11,better,5,3,2
38,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,very_high,high,two,Manufacturing Director,high,Married,6553,No,meduim,zero,14,better,1,0,0
38,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,very_high,high,two,Manufacturing Director,very_high,Married,6261,No,low,one,9,bad,7,7,7
27,No,Travel_Frequently,Research & Development,no_college,Technical Degree,high,meduim,two,Manufacturing Director,low,Married,4298,No,high,one,6,better,2,2,0
49,No,Non-Travel,Research & Development,masters_degree,Life Sciences,very_high,high,two,Manufacturing Director,very_high,Divorced,6804,Yes,low,two,7,better,7,7,7
34,No,Travel_Frequently,Research & Development,masters_degree,Medical,very_high,high,one,Research Scientist,high,Divorced,3815,Yes,very_high,one,5,best,5,3,0
40,No,Travel_Rarely,Research & Development,some_college,Medical,high,high,two,Laboratory Technician,very_high,Married,2741,Yes,high,one,15,best,7,2,7
38,Yes,Travel_Rarely,Research & Development,no_college,Medical,meduim,high,two,Healthcare Representative,low,Married,6673,Yes,meduim,zero,17,better,1,0,0
29,Yes,Travel_Rarely,Sales,bachelors_degree,Marketing,meduim,high,three,Sales Executive,very_high,Married,7639,No,very_high,three,10,good,10,4,9
22,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,very_high,one,Research Scientist,meduim,Divorced,2328,Yes,low,one,4,good,4,2,2
36,No,Travel_Frequently,Research & Development,no_college,Medical,meduim,high,one,Laboratory Technician,very_high,Single,2153,No,low,zero,8,better,8,1,7
40,No,Non-Travel,Research & Development,Doctorate,Life Sciences,very_high,meduim,two,Healthcare Representative,very_high,Married,4876,No,very_high,one,5,bad,3,2,2
46,No,Travel_Rarely,Research & Development,masters_degree,Medical,very_high,high,three,Healthcare Representative,low,Divorced,9396,No,high,one,17,better,4,2,3
32,Yes,Travel_Rarely,Sales,masters_degree,Medical,very_high,low,three,Sales Executive,very_high,Married,10400,No,high,zero,14,good,14,8,8
30,No,Non-Travel,Research & Development,no_college,Life Sciences,high,meduim,three,Manufacturing Director,high,Single,8474,No,high,zero,12,better,11,8,8
27,No,Travel_Frequently,Sales,bachelors_degree,Life Sciences,very_high,high,two,Sales Executive,high,Single,9981,No,very_high,zero,7,better,7,7,7
51,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,meduim,meduim,three,Research Director,meduim,Married,12490,No,very_high,two,16,bad,10,9,7
30,Yes,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,very_high,high,one,Research Scientist,low,Single,2657,Yes,high,zero,8,better,5,2,4
41,No,Travel_Rarely,Sales,bachelors_degree,Life Sciences,very_high,high,three,Manager,very_high,Single,13591,Yes,high,zero,16,better,1,0,0
30,Yes,Travel_Frequently,Sales,masters_degree,Marketing,high,meduim,two,Sales Executive,low,Single,6696,No,high,zero,9,good,6,3,1
29,Yes,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,high,high,one,Research Scientist,high,Single,2058,No,very_high,zero,7,good,6,2,5
45,No,Non-Travel,Sales,bachelors_degree,Medical,very_high,meduim,three,Sales Executive,very_high,Single,8865,No,very_high,zero,23,better,19,7,8
54,No,Travel_Rarely,Sales,bachelors_degree,Marketing,very_high,high,two,Sales Executive,low,Married,5940,No,very_high,one,16,better,6,2,5
36,No,Travel_Rarely,Research & Development,some_college,Life Sciences,very_high,high,two,Laboratory Technician,meduim,Single,5914,No,very_high,zero,16,best,13,11,7
33,No,Travel_Rarely,Research & Development,masters_degree,Medical,high,meduim,one,Research Scientist,meduim,Married,2622,No,very_high,zero,7,better,3,2,1
37,No,Travel_Frequently,Research & Development,bachelors_degree,Other,meduim,high,three,Research Director,very_high,Divorced,12185,Yes,high,three,10,better,10,8,7
38,No,Travel_Rarely,Sales,bachelors_degree,Life Sciences,low,high,three,Sales Executive,high,Divorced,10609,No,high,two,17,good,16,10,13
31,No,Non-Travel,Research & Development,masters_degree,Medical,high,low,two,Manufacturing Director,high,Married,4345,No,very_high,one,6,better,5,4,4
59,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,meduim,one,Research Scientist,very_high,Married,2177,No,low,one,7,better,1,0,0
37,No,Travel_Frequently,Sales,masters_degree,Marketing,low,high,one,Sales Representative,very_high,Divorced,2793,No,high,one,13,better,9,8,8
29,No,Travel_Frequently,Sales,no_college,Medical,meduim,high,three,Sales Executive,very_high,Married,7918,No,very_high,one,11,better,11,10,1
35,No,Travel_Frequently,Sales,bachelors_degree,Marketing,high,high,three,Sales Executive,high,Single,8789,No,low,zero,10,best,10,7,8
29,Yes,Travel_Rarely,Research & Development,no_college,Medical,high,meduim,one,Research Scientist,very_high,Single,2389,Yes,high,zero,4,good,4,3,1
52,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,meduim,one,Laboratory Technician,very_high,Single,3212,No,meduim,zero,6,good,2,2,2
42,No,Travel_Rarely,Research & Development,some_college,Technical Degree,high,high,five,Manager,very_high,Married,19232,No,very_high,zero,22,better,22,17,15
59,No,Travel_Rarely,Human Resources,some_college,Medical,meduim,high,one,Human Resources,high,Married,2267,No,very_high,zero,7,good,2,2,2
50,No,Travel_Rarely,Sales,masters_degree,Medical,very_high,high,five,Manager,very_high,Divorced,19517,No,high,one,32,good,7,0,6
33,Yes,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,high,one,Laboratory Technician,very_high,Married,2436,Yes,high,one,8,bad,5,4,4
43,No,Travel_Rarely,Sales,bachelors_degree,Marketing,very_high,high,four,Manager,very_high,Married,16064,Yes,high,one,22,better,17,13,9
33,Yes,Travel_Rarely,Research & Development,some_college,Life Sciences,low,high,one,Laboratory Technician,low,Married,2707,No,low,zero,13,best,9,7,7
52,No,Non-Travel,Sales,masters_degree,Life Sciences,low,meduim,five,Manager,high,Single,19068,Yes,very_high,zero,33,best,33,7,12
32,No,Travel_Rarely,Sales,some_college,Life Sciences,high,high,one,Sales Representative,meduim,Married,3931,No,low,one,6,better,4,3,2
32,Yes,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,meduim,one,Laboratory Technician,high,Single,3730,Yes,very_high,zero,4,bad,3,2,2
39,No,Travel_Rarely,Research & Development,masters_degree,Medical,high,high,one,Laboratory Technician,high,Divorced,2232,No,high,three,7,better,3,2,2
32,No,Non-Travel,Sales,masters_degree,Marketing,high,high,two,Sales Executive,very_high,Married,4465,No,low,zero,4,better,3,2,2
41,No,Travel_Rarely,Research & Development,some_college,Life Sciences,high,high,two,Research Scientist,low,Divorced,3072,No,low,two,17,good,1,0,0
40,No,Travel_Rarely,Research & Development,some_college,Technical Degree,low,high,two,Research Scientist,very_high,Divorced,3319,No,low,two,9,better,9,8,7
45,No,Travel_Rarely,Research & Development,bachelors_degree,Other,high,very_high,five,Manager,very_high,Married,19202,No,high,one,25,better,24,0,7
31,No,Travel_Frequently,Research & Development,masters_degree,Medical,meduim,high,three,Research Director,high,Divorced,13675,No,low,one,9,better,2,2,2
33,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,high,meduim,one,Research Scientist,very_high,Married,2911,No,high,one,2,good,2,2,2
34,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,very_high,meduim,two,Manufacturing Director,low,Married,5957,No,meduim,one,13,better,11,9,9
37,No,Travel_Rarely,Research & Development,some_college,Medical,high,meduim,one,Research Scientist,low,Married,3920,No,low,one,17,good,3,1,2
45,No,Travel_Frequently,Research & Development,masters_degree,Life Sciences,low,very_high,two,Manufacturing Director,high,Married,6434,No,very_high,one,9,better,3,2,2
37,Yes,Travel_Frequently,Research & Development,bachelors_degree,Medical,low,high,three,Manufacturing Director,high,Divorced,10048,No,meduim,two,17,better,1,0,0
39,No,Travel_Frequently,Research & Development,masters_degree,Technical Degree,high,high,three,Healthcare Representative,high,Single,10938,No,very_high,zero,20,better,19,6,8
29,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,high,one,Research Scientist,very_high,Single,2340,No,low,zero,6,better,6,5,5
42,No,Travel_Rarely,Research & Development,some_college,Life Sciences,very_high,very_high,two,Research Scientist,low,Single,6545,Yes,high,zero,10,better,3,2,2
29,No,Travel_Rarely,Sales,some_college,Marketing,very_high,high,two,Sales Executive,very_high,Divorced,6931,No,very_high,one,10,better,3,2,2
25,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,low,high,two,Manufacturing Director,high,Married,4898,No,very_high,two,5,better,4,2,2
42,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,meduim,one,Laboratory Technician,low,Divorced,2593,Yes,high,one,10,better,9,6,8
40,No,Travel_Rarely,Research & Development,some_college,Medical,low,high,five,Research Director,high,Divorced,19436,No,very_high,one,22,better,21,7,9
51,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,high,one,Research Scientist,very_high,Married,2723,No,meduim,zero,1,good,1,0,0
31,Yes,Travel_Frequently,Research & Development,some_college,Medical,high,meduim,one,Laboratory Technician,meduim,Single,3479,No,meduim,zero,6,best,5,4,4
32,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,meduim,very_high,one,Laboratory Technician,meduim,Married,2794,No,high,zero,5,bad,5,1,3
38,No,Non-Travel,Sales,some_college,Life Sciences,very_high,meduim,two,Sales Executive,very_high,Married,5249,No,very_high,one,13,better,8,7,5
32,No,Travel_Rarely,Research & Development,no_college,Technical Degree,very_high,meduim,two,Laboratory Technician,low,Single,2176,No,very_high,zero,9,better,6,2,4
46,No,Travel_Rarely,Sales,bachelors_degree,Technical Degree,high,low,four,Manager,meduim,Married,16872,Yes,meduim,one,28,good,7,7,7
28,Yes,Travel_Rarely,Research & Development,masters_degree,Life Sciences,low,high,one,Laboratory Technician,high,Single,3485,No,high,zero,5,bad,0,0,0
29,No,Travel_Rarely,Sales,bachelors_degree,Medical,low,meduim,two,Sales Executive,meduim,Married,6644,No,meduim,two,10,better,0,0,0
31,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,meduim,meduim,two,Healthcare Representative,very_high,Married,5582,No,meduim,one,10,better,9,0,8
25,No,Non-Travel,Research & Development,some_college,Life Sciences,meduim,very_high,two,Healthcare Representative,low,Divorced,4000,No,very_high,two,6,better,6,3,5
45,No,Travel_Rarely,Research & Development,some_college,Medical,high,high,four,Healthcare Representative,very_high,Married,13496,Yes,meduim,zero,21,better,20,7,10
36,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,high,one,Laboratory Technician,very_high,Married,3210,No,high,one,16,better,15,13,11
55,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,five,Manager,low,Single,19045,Yes,high,zero,37,better,36,10,13
47,Yes,Non-Travel,Research & Development,masters_degree,Life Sciences,low,high,three,Manager,meduim,Married,11849,Yes,very_high,one,10,good,10,7,9
28,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,one,Research Scientist,very_high,Married,2070,No,very_high,one,5,good,5,2,4
37,No,Travel_Rarely,Sales,masters_degree,Medical,high,high,two,Sales Executive,very_high,Married,6502,No,meduim,one,7,best,5,4,1
21,No,Travel_Rarely,Research & Development,some_college,Medical,very_high,meduim,one,Research Scientist,high,Single,3230,No,low,zero,3,best,3,2,0
37,No,Non-Travel,Research & Development,masters_degree,Medical,low,high,three,Research Director,very_high,Divorced,13603,Yes,low,two,15,better,5,2,2
35,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,meduim,very_high,three,Manager,meduim,Divorced,11996,No,meduim,one,10,good,7,7,2
38,No,Travel_Rarely,Sales,some_college,Medical,low,very_high,two,Sales Executive,low,Divorced,5605,Yes,high,one,8,better,8,0,7
26,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,high,high,two,Manufacturing Director,meduim,Divorced,6397,No,low,one,6,bad,6,5,4
50,No,Travel_Rarely,Research & Development,no_college,Life Sciences,low,high,five,Research Director,meduim,Divorced,19144,No,low,two,28,good,10,4,6
53,No,Travel_Rarely,Research & Development,masters_degree,Medical,high,high,four,Research Director,high,Married,17584,Yes,very_high,three,21,good,5,3,3
42,No,Travel_Rarely,Sales,no_college,Life Sciences,meduim,high,two,Sales Executive,high,Married,4907,No,high,zero,20,better,20,16,6
29,No,Travel_Frequently,Sales,some_college,Life Sciences,meduim,high,two,Sales Executive,very_high,Single,4554,No,low,zero,10,good,10,7,9
55,No,Travel_Rarely,Research & Development,some_college,Technical Degree,meduim,high,two,Laboratory Technician,very_high,Married,5415,Yes,very_high,one,12,better,10,7,8
26,No,Travel_Frequently,Research & Development,some_college,Medical,low,high,two,Healthcare Representative,low,Married,4741,Yes,high,one,5,better,5,3,3
37,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,high,one,Research Scientist,very_high,Single,2115,No,meduim,zero,17,better,17,12,7
44,Yes,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,very_high,high,one,Laboratory Technician,high,Divorced,3161,Yes,very_high,one,19,bad,1,0,0
38,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,very_high,high,two,Healthcare Representative,very_high,Divorced,5745,No,meduim,one,10,better,2,2,2
26,Yes,Travel_Rarely,Research & Development,masters_degree,Medical,low,high,one,Laboratory Technician,meduim,Divorced,2373,Yes,very_high,one,5,better,3,2,2
28,No,Travel_Rarely,Research & Development,some_college,Life Sciences,very_high,high,one,Research Scientist,very_high,Single,3310,No,very_high,zero,5,better,5,3,2
49,No,Travel_Frequently,Research & Development,masters_degree,Life Sciences,high,high,five,Research Director,low,Single,18665,Yes,very_high,zero,22,better,3,2,2
36,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,high,high,two,Research Scientist,meduim,Single,4485,No,very_high,zero,10,better,8,0,7
31,No,Travel_Frequently,Sales,bachelors_degree,Marketing,very_high,high,one,Sales Representative,meduim,Divorced,2789,No,high,one,2,good,2,2,2
26,Yes,Travel_Rarely,Sales,masters_degree,Marketing,very_high,meduim,two,Sales Executive,very_high,Single,5828,Yes,meduim,zero,8,better,8,7,4
37,No,Travel_Frequently,Research & Development,bachelors_degree,Medical,meduim,high,one,Research Scientist,very_high,Married,2326,Yes,high,three,4,good,4,2,2
42,No,Travel_Frequently,Sales,bachelors_degree,Marketing,high,high,four,Sales Executive,meduim,Married,13525,No,very_high,one,23,best,20,4,8
