Age,Attrition,BusinessTravel,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,YearsAtCompany
40,No,Travel_Rarely,masters_degree,Life Sciences,meduim,high,one,Laboratory Technician,meduim,2387,No,high,one,better,4
36,No,Travel_Frequently,bachelors_degree,Marketing,low,very_high,two,Sales Executive,low,4639,No,very_high,one,good,15
48,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,three,Manufacturing Director,very_high,7898,No,high,zero,better,10
27,No,Travel_Rarely,bachelors_degree,Medical,high,very_high,one,Sales Representative,very_high,2534,No,meduim,one,better,1
51,No,Travel_Rarely,some_college,Technical Degree,very_high,meduim,four,Manufacturing Director,meduim,13142,No,meduim,zero,good,5
18,No,Non-Travel,bachelors_degree,Life Sciences,very_high,high,one,Laboratory Technician,very_high,1611,No,high,zero,best,0
35,No,Travel_Rarely,bachelors_degree,Medical,very_high,meduim,two,Laboratory Technician,very_high,5363,No,meduim,one,better,9
27,No,Travel_Frequently,no_college,Life Sciences,very_high,low,two,Sales Executive,very_high,5071,No,meduim,zero,better,6
55,Yes,Travel_Rarely,masters_degree,Marketing,low,very_high,four,Sales Executive,high,13695,Yes,high,zero,good,19
56,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,four,Manufacturing Director,meduim,13402,Yes,low,one,better,19
34,No,Non-Travel,no_college,Technical Degree,low,meduim,one,Research Scientist,high,2029,No,high,three,better,5
40,No,Travel_Rarely,no_college,Medical,meduim,very_high,two,Healthcare Representative,high,6377,No,meduim,three,better,12
34,No,Travel_Rarely,bachelors_degree,Medical,meduim,high,two,Laboratory Technician,high,5429,No,low,two,better,8
31,Yes,Travel_Frequently,bachelors_degree,Life Sciences,high,meduim,one,Sales Representative,very_high,2785,No,high,zero,best,1
35,Yes,Travel_Frequently,masters_degree,Marketing,very_high,high,two,Sales Executive,high,4614,Yes,high,one,good,4
38,No,Travel_Frequently,bachelors_degree,Life Sciences,very_high,very_high,one,Research Scientist,high,2610,No,very_high,three,better,4
34,No,Travel_Rarely,masters_degree,Technical Degree,high,high,two,Healthcare Representative,very_high,6687,No,very_high,zero,best,14
28,No,Travel_Rarely,bachelors_degree,Life Sciences,high,meduim,two,Sales Executive,low,4724,No,high,one,better,5
31,Yes,Travel_Rarely,masters_degree,Medical,very_high,high,two,Manufacturing Director,high,6179,Yes,very_high,two,good,10
39,No,Travel_Rarely,masters_degree,Life Sciences,low,meduim,two,Sales Executive,very_high,6120,Yes,very_high,two,best,5
51,No,Travel_Frequently,bachelors_degree,Marketing,meduim,high,three,Sales Executive,meduim,10596,No,meduim,zero,better,4
41,No,Travel_Frequently,bachelors_degree,Life Sciences,very_high,high,two,Research Scientist,very_high,5467,Yes,low,two,good,6
37,No,Travel_Rarely,no_college,Life Sciences,high,high,one,Research Scientist,high,2996,Yes,very_high,zero,better,6
33,No,Travel_Frequently,no_college,Life Sciences,meduim,high,two,Sales Executive,very_high,9998,No,low,zero,best,5
32,No,Travel_Rarely,no_college,Marketing,high,high,two,Sales Executive,meduim,4078,Yes,low,three,good,3
39,No,Non-Travel,some_college,Life Sciences,high,high,three,Healthcare Representative,high,10920,No,meduim,one,better,6
25,No,Travel_Rarely,no_college,Life Sciences,low,very_high,two,Sales Executive,high,6232,No,meduim,zero,good,3
52,No,Travel_Frequently,some_college,Medical,very_high,very_high,four,Manufacturing Director,high,13247,Yes,meduim,one,good,5
43,No,Travel_Rarely,bachelors_degree,Medical,low,meduim,two,Research Scientist,high,4081,Yes,low,zero,bad,20
27,No,Travel_Rarely,bachelors_degree,Marketing,very_high,meduim,two,Sales Executive,very_high,5769,Yes,very_high,zero,better,6
27,Yes,Travel_Rarely,masters_degree,Life Sciences,very_high,high,one,Research Scientist,high,2394,Yes,very_high,zero,better,8
26,No,Travel_Rarely,no_college,Medical,low,meduim,one,Research Scientist,very_high,3904,No,very_high,zero,better,4
42,No,Travel_Rarely,bachelors_degree,Human Resources,high,high,four,Manager,low,16799,No,high,one,better,20
52,No,Travel_Rarely,masters_degree,Other,high,high,one,Laboratory Technician,low,2950,No,high,zero,bad,5
37,No,Travel_Rarely,bachelors_degree,Medical,low,high,one,Laboratory Technician,high,3629,No,low,zero,better,3
35,No,Travel_Frequently,some_college,Life Sciences,high,high,three,Manufacturing Director,very_high,9362,No,high,zero,better,2
25,No,Travel_Rarely,bachelors_degree,Technical Degree,low,high,one,Laboratory Technician,very_high,3229,No,meduim,one,good,3
26,No,Travel_Rarely,bachelors_degree,Other,high,very_high,one,Laboratory Technician,low,3578,No,very_high,zero,better,7
29,No,Travel_Rarely,bachelors_degree,Other,meduim,meduim,three,Human Resources,low,7988,No,low,zero,good,10
49,Yes,Travel_Frequently,some_college,Life Sciences,low,meduim,two,Laboratory Technician,low,4284,No,low,zero,better,4
29,Yes,Travel_Frequently,no_college,Other,high,high,three,Healthcare Representative,very_high,7553,Yes,low,zero,better,8
54,No,Travel_Rarely,bachelors_degree,Medical,very_high,high,four,Research Director,very_high,17328,No,very_high,zero,good,20
58,No,Travel_Rarely,bachelors_degree,Medical,very_high,high,five,Research Director,low,19701,Yes,high,one,better,9
55,No,Travel_Rarely,masters_degree,Medical,meduim,very_high,four,Research Director,very_high,14732,No,very_high,two,best,7
36,No,Travel_Rarely,masters_degree,Marketing,low,high,two,Sales Executive,meduim,9278,Yes,very_high,zero,better,5
31,Yes,Travel_Frequently,masters_degree,Life Sciences,meduim,low,one,Sales Representative,high,1359,No,meduim,zero,better,1
30,No,Travel_Rarely,masters_degree,Marketing,very_high,high,two,Sales Executive,low,4779,No,meduim,two,better,3
31,No,Travel_Rarely,Doctorate,Life Sciences,low,high,four,Research Director,meduim,16422,No,high,zero,best,3
34,No,Travel_Frequently,masters_degree,Other,very_high,high,one,Research Scientist,low,2996,No,high,two,better,4
31,Yes,Travel_Rarely,bachelors_degree,Life Sciences,low,meduim,one,Research Scientist,meduim,1261,No,high,zero,best,1
27,No,Travel_Rarely,no_college,Life Sciences,meduim,high,one,Laboratory Technician,low,2099,No,meduim,zero,best,5
36,No,Travel_Rarely,masters_degree,Life Sciences,low,meduim,two,Laboratory Technician,very_high,5810,No,high,zero,good,10
36,No,Travel_Rarely,masters_degree,Marketing,high,meduim,two,Sales Executive,low,5647,No,low,two,good,3
47,No,Travel_Rarely,bachelors_degree,Technical Degree,low,high,one,Research Scientist,very_high,3420,No,high,one,good,6
25,Yes,Travel_Rarely,some_college,Life Sciences,low,meduim,one,Sales Representative,low,4400,No,low,zero,better,3
37,No,Non-Travel,some_college,Technical Degree,high,very_high,one,Laboratory Technician,high,3500,No,low,zero,bad,6
56,No,Travel_Rarely,some_college,Life Sciences,low,high,one,Research Scientist,low,2066,No,very_high,one,best,3
47,No,Travel_Rarely,masters_degree,Medical,low,high,four,Research Director,high,17169,No,meduim,two,best,20
24,No,Travel_Rarely,no_college,Medical,very_high,high,two,Sales Executive,high,4162,Yes,high,two,better,5
32,No,Travel_Rarely,Doctorate,Marketing,very_high,high,two,Sales Executive,very_high,9204,No,high,one,good,4
34,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,meduim,one,Laboratory Technician,meduim,3294,No,low,one,good,5
41,No,Travel_Rarely,Doctorate,Medical,meduim,very_high,one,Research Scientist,high,2127,Yes,low,zero,good,4
40,No,Non-Travel,masters_degree,Other,high,high,two,Laboratory Technician,high,3975,No,high,two,best,8
31,No,Travel_Rarely,some_college,Life Sciences,low,high,three,Sales Executive,very_high,10793,No,low,one,better,13
46,Yes,Travel_Rarely,bachelors_degree,Marketing,low,high,three,Sales Executive,very_high,10096,No,low,one,best,7
39,Yes,Non-Travel,bachelors_degree,Life Sciences,low,meduim,one,Laboratory Technician,low,3646,Yes,meduim,zero,best,1
31,Yes,Travel_Frequently,Doctorate,Life Sciences,high,very_high,three,Manufacturing Director,meduim,7446,No,low,zero,better,10
45,No,Travel_Rarely,bachelors_degree,Medical,meduim,low,three,Healthcare Representative,low,10851,Yes,meduim,one,better,7
31,No,Travel_Rarely,some_college,Medical,very_high,very_high,one,Human Resources,meduim,2109,No,very_high,zero,better,3
31,Yes,Travel_Frequently,bachelors_degree,Life Sciences,meduim,high,one,Laboratory Technician,very_high,3722,Yes,high,one,bad,2
45,No,Travel_Rarely,bachelors_degree,Technical Degree,meduim,high,three,Manufacturing Director,very_high,9380,Yes,very_high,two,best,3
48,No,Travel_Rarely,bachelors_degree,Marketing,high,high,two,Sales Executive,low,5486,No,low,three,better,2
34,Yes,Travel_Rarely,masters_degree,Technical Degree,low,high,one,Human Resources,high,2742,No,very_high,zero,better,2
40,No,Non-Travel,no_college,Medical,very_high,meduim,three,Research Director,meduim,13757,No,high,one,better,9
28,No,Travel_Rarely,bachelors_degree,Medical,very_high,high,two,Sales Executive,low,8463,No,very_high,zero,better,5
44,No,Non-Travel,bachelors_degree,Life Sciences,high,meduim,one,Laboratory Technician,high,3162,No,very_high,zero,better,5
53,No,Travel_Rarely,bachelors_degree,Medical,very_high,very_high,four,Research Director,meduim,16598,No,meduim,zero,good,9
49,No,Travel_Rarely,masters_degree,Technical Degree,low,high,two,Healthcare Representative,high,6651,No,meduim,one,good,3
40,No,Travel_Rarely,bachelors_degree,Medical,high,high,one,Research Scientist,high,2345,No,high,one,best,3
44,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,one,Research Scientist,meduim,3420,No,high,zero,good,5
33,No,Travel_Frequently,bachelors_degree,Medical,very_high,high,two,Sales Executive,low,4373,No,low,two,better,4
34,No,Travel_Rarely,bachelors_degree,Other,very_high,low,two,Sales Executive,low,4759,No,very_high,zero,better,13
30,No,Travel_Rarely,no_college,Life Sciences,very_high,high,two,Sales Executive,high,5301,No,high,two,good,2
42,No,Travel_Frequently,some_college,Medical,low,high,one,Laboratory Technician,very_high,3673,No,high,zero,better,12
44,No,Travel_Frequently,Doctorate,Marketing,low,high,two,Sales Executive,high,4768,No,high,one,good,1
30,No,Non-Travel,bachelors_degree,Technical Degree,high,high,one,Research Scientist,high,1274,No,meduim,two,good,1
57,No,Travel_Rarely,some_college,Life Sciences,meduim,very_high,two,Research Scientist,high,4900,No,low,one,good,12
49,No,Travel_Rarely,masters_degree,Life Sciences,high,high,three,Healthcare Representative,meduim,10466,No,meduim,two,better,8
34,No,Travel_Frequently,bachelors_degree,Medical,meduim,high,four,Research Director,low,17007,No,very_high,two,good,14
28,Yes,Travel_Frequently,bachelors_degree,Technical Degree,low,high,one,Sales Representative,high,2909,No,very_high,one,best,3
29,Yes,Travel_Frequently,bachelors_degree,Technical Degree,low,high,two,Sales Executive,meduim,5765,No,low,zero,bad,5
34,Yes,Travel_Rarely,masters_degree,Medical,low,meduim,two,Sales Executive,meduim,4599,Yes,high,zero,best,15
35,No,Travel_Rarely,no_college,Life Sciences,very_high,high,one,Sales Representative,high,2404,No,low,one,better,1
24,Yes,Travel_Frequently,bachelors_degree,Medical,meduim,high,one,Laboratory Technician,low,3172,Yes,high,zero,good,0
24,No,Non-Travel,some_college,Life Sciences,very_high,high,one,Sales Representative,meduim,2033,No,high,one,better,1
44,No,Travel_Frequently,no_college,Medical,meduim,high,three,Manufacturing Director,high,10209,Yes,meduim,zero,good,2
29,No,Travel_Rarely,bachelors_degree,Life Sciences,high,meduim,two,Sales Executive,high,8620,No,high,two,better,10
30,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,one,Human Resources,high,2064,No,low,one,best,5
55,No,Travel_Rarely,masters_degree,Life Sciences,very_high,high,two,Healthcare Representative,high,4035,Yes,meduim,zero,better,3
33,No,Travel_Rarely,masters_degree,Medical,low,meduim,one,Laboratory Technician,meduim,3838,No,very_high,zero,better,5
47,No,Travel_Rarely,bachelors_degree,Medical,high,high,two,Sales Executive,high,4591,Yes,high,one,good,5
28,Yes,Travel_Frequently,some_college,Medical,high,meduim,one,Laboratory Technician,low,2561,No,high,zero,good,0
28,No,Travel_Rarely,bachelors_degree,Life Sciences,low,meduim,one,Research Scientist,high,1563,No,very_high,one,bad,1
28,No,Travel_Frequently,bachelors_degree,Life Sciences,high,high,two,Sales Executive,low,4898,No,very_high,zero,better,4
49,No,Travel_Rarely,some_college,Medical,high,meduim,two,Laboratory Technician,low,4789,No,low,one,better,3
29,No,Travel_Frequently,no_college,Life Sciences,very_high,high,one,Laboratory Technician,meduim,3180,No,high,three,better,3
28,No,Travel_Rarely,no_college,Life Sciences,high,low,two,Manufacturing Director,meduim,6549,No,meduim,two,good,8
33,No,Travel_Rarely,Doctorate,Life Sciences,very_high,high,two,Healthcare Representative,high,6388,Yes,low,zero,better,0
32,No,Travel_Rarely,bachelors_degree,Medical,high,high,three,Manager,very_high,11244,No,meduim,zero,best,5
54,No,Travel_Frequently,masters_degree,Medical,meduim,high,four,Manager,very_high,16032,No,low,one,better,14
29,Yes,Travel_Rarely,masters_degree,Technical Degree,low,meduim,one,Research Scientist,low,2362,No,high,zero,bad,9
44,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,four,Research Director,low,16328,No,high,one,best,20
39,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,high,three,Manufacturing Director,meduim,8376,No,very_high,zero,better,2
46,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,four,Manager,meduim,16606,No,very_high,one,best,13
35,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,meduim,three,Healthcare Representative,meduim,8606,No,very_high,zero,bad,11
23,No,Travel_Rarely,no_college,Life Sciences,low,high,two,Laboratory Technician,high,2272,No,meduim,zero,better,4
40,Yes,Travel_Rarely,masters_degree,Life Sciences,very_high,high,one,Laboratory Technician,low,2018,No,meduim,zero,bad,5
34,No,Travel_Rarely,bachelors_degree,Technical Degree,very_high,meduim,three,Sales Executive,high,7083,Yes,very_high,zero,better,10
31,Yes,Travel_Frequently,bachelors_degree,Life Sciences,very_high,high,one,Research Scientist,high,4084,No,low,zero,bad,7
34,No,Travel_Rarely,some_college,Technical Degree,meduim,high,one,Sales Representative,high,2308,Yes,meduim,one,better,11
42,No,Travel_Rarely,bachelors_degree,Medical,high,meduim,one,Laboratory Technician,meduim,4841,No,meduim,one,better,1
37,No,Travel_Rarely,bachelors_degree,Medical,low,high,two,Research Scientist,very_high,4285,No,low,zero,better,10
29,No,Travel_Rarely,no_college,Other,high,low,two,Healthcare Representative,low,9715,No,high,one,better,7
33,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,meduim,two,Manufacturing Director,meduim,4320,No,very_high,zero,better,5
45,No,Travel_Rarely,bachelors_degree,Technical Degree,very_high,high,one,Research Scientist,very_high,2132,No,very_high,one,better,5
42,No,Travel_Frequently,bachelors_degree,Life Sciences,very_high,high,three,Healthcare Representative,very_high,10124,Yes,high,one,bad,20
40,No,Travel_Rarely,some_college,Medical,low,high,two,Sales Executive,low,5473,No,very_high,zero,best,8
33,No,Travel_Rarely,masters_degree,Life Sciences,meduim,high,two,Laboratory Technician,high,5207,Yes,meduim,one,better,15
40,No,Travel_Rarely,some_college,Medical,high,high,four,Manager,very_high,16437,Yes,very_high,zero,better,21
24,No,Travel_Rarely,some_college,Technical Degree,high,meduim,one,Laboratory Technician,low,2296,No,meduim,three,better,1
40,No,Non-Travel,some_college,Life Sciences,very_high,high,two,Healthcare Representative,very_high,4069,Yes,high,zero,better,2
45,No,Travel_Rarely,masters_degree,Technical Degree,low,high,three,Healthcare Representative,meduim,7441,No,low,three,better,10
35,No,Travel_Rarely,masters_degree,Life Sciences,meduim,meduim,one,Sales Representative,high,2430,No,low,two,better,5
32,No,Travel_Rarely,some_college,Life Sciences,very_high,meduim,two,Research Scientist,meduim,5878,No,low,one,better,7
36,No,Travel_Rarely,masters_degree,Life Sciences,high,high,one,Sales Representative,very_high,2644,Yes,very_high,zero,good,3
48,No,Travel_Rarely,masters_degree,Life Sciences,high,high,two,Sales Executive,high,6439,No,high,one,better,8
29,No,Travel_Rarely,bachelors_degree,Life Sciences,high,very_high,one,Research Scientist,high,2451,No,low,two,good,1
33,No,Travel_Rarely,masters_degree,Life Sciences,low,high,two,Sales Executive,low,6392,No,very_high,one,bad,2
30,Yes,Travel_Rarely,bachelors_degree,Life Sciences,meduim,meduim,two,Sales Executive,low,9714,No,very_high,one,better,10
38,No,Travel_Frequently,masters_degree,Human Resources,high,high,two,Human Resources,high,6077,No,high,zero,better,6
35,No,Travel_Rarely,bachelors_degree,Medical,very_high,meduim,one,Laboratory Technician,low,2450,No,meduim,zero,better,3
30,No,Travel_Rarely,masters_degree,Technical Degree,high,high,three,Sales Executive,meduim,9250,No,meduim,one,better,4
35,Yes,Travel_Rarely,bachelors_degree,Life Sciences,low,high,one,Laboratory Technician,low,2074,Yes,very_high,one,better,1
38,Yes,Travel_Rarely,bachelors_degree,Medical,high,high,two,Manufacturing Director,meduim,4855,No,low,two,better,5
32,No,Non-Travel,masters_degree,Technical Degree,very_high,high,two,Research Scientist,low,4087,No,meduim,one,good,6
48,No,Travel_Rarely,masters_degree,Other,high,high,one,Research Scientist,low,2367,No,very_high,one,good,8
34,No,Travel_Rarely,masters_degree,Medical,low,high,one,Research Scientist,very_high,2972,No,high,zero,bad,1
34,No,Travel_Rarely,masters_degree,Life Sciences,meduim,high,two,Research Scientist,very_high,5484,No,meduim,one,good,2
26,No,Travel_Rarely,bachelors_degree,Life Sciences,low,high,one,Research Scientist,very_high,2061,No,low,zero,better,1
38,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,two,Sales Executive,meduim,9924,No,very_high,one,better,9
38,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,high,two,Sales Executive,meduim,4198,No,meduim,zero,best,3
36,No,Travel_Rarely,masters_degree,Life Sciences,meduim,high,two,Sales Executive,high,6815,No,low,zero,better,1
29,No,Travel_Rarely,no_college,Medical,meduim,high,one,Laboratory Technician,low,4723,Yes,very_high,zero,better,10
35,No,Travel_Rarely,masters_degree,Medical,low,high,two,Healthcare Representative,high,6142,Yes,high,zero,better,5
39,No,Travel_Rarely,bachelors_degree,Medical,very_high,very_high,three,Sales Executive,high,8237,No,low,one,better,7
29,No,Travel_Frequently,no_college,Life Sciences,low,high,two,Healthcare Representative,very_high,8853,No,very_high,one,best,6
50,No,Travel_Rarely,bachelors_degree,Marketing,high,high,five,Manager,high,19331,Yes,high,one,better,1
23,No,Travel_Rarely,bachelors_degree,Technical Degree,very_high,very_high,one,Research Scientist,high,2073,No,very_high,one,better,2
36,No,Travel_Frequently,masters_degree,Life Sciences,low,very_high,two,Laboratory Technician,low,5562,Yes,very_high,one,better,3
42,No,Travel_Rarely,some_college,Other,very_high,meduim,five,Manager,very_high,19613,No,very_high,zero,better,1
35,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,very_high,two,Laboratory Technician,high,3407,No,very_high,two,good,10
34,No,Travel_Frequently,masters_degree,Technical Degree,very_high,meduim,two,Healthcare Representative,high,5063,No,meduim,one,good,8
40,No,Travel_Rarely,some_college,Life Sciences,very_high,high,two,Sales Executive,low,4639,No,high,one,better,5
43,No,Travel_Rarely,bachelors_degree,Technical Degree,very_high,very_high,one,Laboratory Technician,meduim,4876,No,high,one,better,6
35,No,Travel_Rarely,some_college,Life Sciences,high,meduim,one,Laboratory Technician,very_high,2690,No,very_high,one,good,1
46,No,Travel_Rarely,masters_degree,Life Sciences,very_high,very_high,four,Manager,low,17567,No,meduim,zero,bad,26
28,Yes,Travel_Rarely,bachelors_degree,Medical,high,high,one,Laboratory Technician,meduim,2408,Yes,high,three,better,1
22,No,Non-Travel,some_college,Other,meduim,meduim,one,Research Scientist,high,2814,Yes,meduim,zero,good,4
32,No,Travel_Rarely,masters_degree,Other,meduim,very_high,one,Research Scientist,very_high,3312,No,very_high,two,better,3
44,No,Travel_Rarely,bachelors_degree,Medical,meduim,high,five,Research Director,very_high,19049,Yes,very_high,one,good,22
30,No,Travel_Rarely,bachelors_degree,Medical,meduim,meduim,one,Research Scientist,meduim,2141,No,meduim,one,good,6
45,No,Travel_Rarely,Doctorate,Medical,high,low,two,Laboratory Technician,low,5769,Yes,low,zero,better,10
45,No,Non-Travel,bachelors_degree,Marketing,low,meduim,two,Sales Executive,low,4385,No,low,one,better,10
31,No,Travel_Frequently,masters_degree,Other,very_high,high,two,Sales Executive,low,5332,No,very_high,zero,better,5
36,No,Travel_Rarely,masters_degree,Life Sciences,high,high,two,Manufacturing Director,high,4663,Yes,meduim,two,better,3
34,No,Travel_Frequently,masters_degree,Life Sciences,high,very_high,two,Manufacturing Director,very_high,4724,No,low,one,better,9
49,No,Travel_Rarely,masters_degree,Life Sciences,high,high,one,Laboratory Technician,low,3211,No,very_high,one,good,9
39,No,Travel_Rarely,Doctorate,Medical,meduim,high,two,Manufacturing Director,low,5377,No,very_high,three,better,7
27,No,Travel_Rarely,bachelors_degree,Other,very_high,meduim,one,Laboratory Technician,low,4066,No,low,two,better,7
35,No,Travel_Rarely,Doctorate,Life Sciences,meduim,very_high,two,Research Scientist,low,5208,No,very_high,zero,better,16
28,No,Travel_Rarely,bachelors_degree,Medical,meduim,low,two,Manufacturing Director,low,4877,No,meduim,one,good,5
21,No,Travel_Rarely,no_college,Medical,high,high,one,Research Scientist,very_high,3117,No,high,zero,better,2
18,Yes,Travel_Frequently,some_college,Medical,meduim,high,one,Sales Representative,very_high,1569,Yes,high,zero,best,0
47,No,Travel_Rarely,masters_degree,Life Sciences,very_high,high,five,Manager,high,19658,No,high,one,better,5
39,No,Travel_Rarely,some_college,Medical,high,meduim,two,Laboratory Technician,high,3069,No,very_high,one,better,10
40,No,Travel_Rarely,bachelors_degree,Life Sciences,low,meduim,three,Manufacturing Director,high,10435,No,very_high,two,better,18
35,No,Non-Travel,masters_degree,Life Sciences,high,high,two,Healthcare Representative,high,4148,No,very_high,one,better,14
37,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,two,Manufacturing Director,high,5768,No,low,three,good,4
39,No,Travel_Frequently,bachelors_degree,Medical,low,high,two,Manufacturing Director,high,5042,No,very_high,zero,bad,9
45,No,Travel_Rarely,some_college,Other,very_high,meduim,two,Manufacturing Director,very_high,5770,No,low,two,better,10
38,No,Travel_Rarely,some_college,Medical,very_high,meduim,three,Manufacturing Director,high,7756,Yes,very_high,one,best,5
35,Yes,Travel_Rarely,bachelors_degree,Medical,very_high,meduim,three,Sales Executive,low,10306,No,high,zero,better,13
37,No,Travel_Rarely,bachelors_degree,Medical,meduim,high,one,Research Scientist,meduim,3936,No,low,one,bad,8
40,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,three,Manufacturing Director,very_high,7945,Yes,very_high,zero,good,4
44,No,Travel_Frequently,Doctorate,Human Resources,low,high,two,Human Resources,very_high,5743,Yes,high,zero,better,10
48,No,Travel_Frequently,Doctorate,Medical,high,meduim,four,Manager,very_high,15202,No,meduim,one,better,2
35,Yes,Travel_Rarely,some_college,Medical,low,low,two,Sales Executive,very_high,5440,Yes,very_high,two,good,2
24,No,Travel_Frequently,no_college,Technical Degree,low,high,one,Research Scientist,very_high,3760,Yes,high,zero,better,6
27,No,Travel_Rarely,bachelors_degree,Medical,meduim,very_high,one,Research Scientist,high,3517,No,low,zero,better,3
27,No,Travel_Frequently,bachelors_degree,Medical,very_high,high,one,Research Scientist,very_high,2580,No,high,zero,good,4
40,Yes,Travel_Rarely,bachelors_degree,Life Sciences,low,high,one,Laboratory Technician,low,2166,Yes,meduim,zero,bad,4
29,No,Travel_Rarely,bachelors_degree,Medical,high,meduim,two,Sales Executive,high,5869,No,high,zero,better,5
36,No,Travel_Rarely,masters_degree,Life Sciences,meduim,high,three,Healthcare Representative,low,8008,No,high,two,better,3
25,No,Travel_Frequently,no_college,Life Sciences,very_high,very_high,two,Manufacturing Director,high,5206,No,high,two,better,7
39,No,Travel_Rarely,bachelors_degree,Medical,very_high,high,two,Manufacturing Director,meduim,5295,No,high,zero,better,5
49,No,Travel_Rarely,masters_degree,Other,low,high,four,Research Director,meduim,16413,No,meduim,two,better,4
50,No,Travel_Rarely,Doctorate,Life Sciences,very_high,meduim,three,Research Director,low,13269,No,high,three,better,14
20,No,Travel_Rarely,bachelors_degree,Medical,high,high,one,Sales Representative,high,2783,No,low,zero,better,2
34,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,two,Research Scientist,meduim,5433,No,high,one,better,11
36,No,Travel_Rarely,bachelors_degree,Life Sciences,low,high,one,Laboratory Technician,meduim,2013,No,high,zero,better,4
49,No,Travel_Rarely,no_college,Life Sciences,high,meduim,four,Healthcare Representative,high,13966,Yes,meduim,one,better,15
36,No,Non-Travel,masters_degree,Medical,very_high,meduim,two,Manufacturing Director,high,4374,No,high,zero,better,3
36,No,Travel_Rarely,some_college,Life Sciences,very_high,very_high,two,Healthcare Representative,low,6842,No,low,one,better,5
54,No,Travel_Rarely,Doctorate,Medical,meduim,high,four,Manager,high,17426,No,high,one,better,10
43,No,Travel_Rarely,some_college,Life Sciences,high,meduim,four,Research Director,high,17603,No,low,one,better,14
35,Yes,Travel_Frequently,masters_degree,Other,very_high,high,two,Sales Executive,very_high,4581,Yes,low,zero,best,11
38,No,Travel_Frequently,bachelors_degree,Life Sciences,very_high,high,two,Research Scientist,very_high,4735,No,very_high,two,best,13
29,No,Travel_Rarely,bachelors_degree,Medical,low,meduim,two,Sales Executive,meduim,4187,Yes,meduim,one,good,10
33,No,Travel_Rarely,masters_degree,Medical,very_high,high,two,Sales Executive,very_high,5505,No,high,two,better,6
32,No,Travel_Rarely,bachelors_degree,Medical,very_high,high,two,Research Scientist,meduim,5470,No,high,two,good,9
31,No,Travel_Rarely,masters_degree,Life Sciences,low,high,two,Sales Executive,very_high,5476,No,low,two,better,10
49,No,Travel_Rarely,bachelors_degree,Medical,very_high,high,one,Laboratory Technician,low,2587,Yes,meduim,one,good,2
38,No,Travel_Frequently,bachelors_degree,Medical,very_high,meduim,one,Laboratory Technician,meduim,2440,No,meduim,zero,better,4
47,No,Travel_Rarely,masters_degree,Life Sciences,meduim,very_high,four,Manager,meduim,15972,No,high,three,better,3
49,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,four,Manager,high,15379,No,low,zero,better,8
41,No,Travel_Rarely,some_college,Life Sciences,very_high,high,three,Sales Executive,high,7082,Yes,very_high,zero,better,2
20,No,Travel_Rarely,no_college,Life Sciences,very_high,high,one,Sales Representative,low,2728,No,low,zero,better,2
33,No,Non-Travel,bachelors_degree,Life Sciences,high,high,two,Sales Executive,very_high,5368,Yes,high,one,better,6
36,No,Travel_Rarely,masters_degree,Life Sciences,low,high,two,Healthcare Representative,high,5347,No,meduim,two,good,3
44,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,one,Human Resources,very_high,3195,Yes,low,three,better,2
23,Yes,Travel_Rarely,no_college,Medical,very_high,meduim,one,Laboratory Technician,high,3989,Yes,low,zero,better,5
38,No,Travel_Rarely,some_college,Medical,very_high,high,one,Laboratory Technician,high,3306,No,very_high,one,good,0
53,No,Travel_Rarely,masters_degree,Medical,meduim,very_high,three,Healthcare Representative,very_high,7005,No,high,zero,better,4
48,Yes,Travel_Frequently,some_college,Medical,very_high,high,one,Sales Representative,high,2655,Yes,high,two,better,9
32,Yes,Travel_Rarely,masters_degree,Life Sciences,very_high,high,one,Laboratory Technician,meduim,1393,No,low,zero,better,1
26,No,Non-Travel,bachelors_degree,Medical,very_high,high,one,Laboratory Technician,very_high,2570,No,high,zero,better,7
55,No,Travel_Rarely,bachelors_degree,Technical Degree,low,meduim,one,Research Scientist,meduim,3537,No,very_high,one,better,4
34,No,Travel_Rarely,some_college,Medical,meduim,meduim,two,Laboratory Technician,very_high,3986,No,high,one,best,15
