Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
51,Yes,Travel_Frequently,1150,Research & Development,8,masters_degree,Life Sciences,low,Male,53,low,three,Manufacturing Director,very_high,Single,10650,25150,2,No,15,Excellent,very_high,zero,18,2,better,4,2,0,3
39,No,Travel_Rarely,1329,Sales,4,masters_degree,Life Sciences,very_high,Female,47,meduim,two,Sales Executive,high,Married,5902,14590,4,No,14,Excellent,high,one,17,1,best,15,11,5,9
25,No,Travel_Rarely,959,Sales,28,bachelors_degree,Life Sciences,low,Male,41,meduim,two,Sales Executive,high,Married,8639,24835,2,No,18,Excellent,very_high,zero,6,3,better,2,2,2,2
30,No,Travel_Rarely,1240,Human Resources,9,bachelors_degree,Human Resources,high,Male,48,high,two,Human Resources,very_high,Married,6347,13982,0,Yes,19,Excellent,very_high,zero,12,2,bad,11,9,4,7
32,Yes,Travel_Rarely,1033,Research & Development,9,bachelors_degree,Medical,low,Female,41,high,one,Laboratory Technician,low,Single,4200,10224,7,No,22,Outstanding,low,zero,10,2,best,5,4,0,4
45,No,Travel_Rarely,1316,Research & Development,29,bachelors_degree,Medical,high,Male,83,high,one,Research Scientist,very_high,Single,3452,9752,5,No,13,Excellent,meduim,zero,9,2,good,6,5,0,3
38,No,Travel_Rarely,364,Research & Development,3,Doctorate,Technical Degree,very_high,Female,32,high,two,Research Scientist,high,Single,4317,2302,3,Yes,20,Outstanding,meduim,zero,19,2,better,3,2,2,2
30,No,Travel_Rarely,438,Research & Development,18,bachelors_degree,Life Sciences,low,Female,75,high,one,Research Scientist,high,Single,2632,23910,1,No,14,Excellent,high,zero,5,4,good,5,4,0,4
32,No,Travel_Frequently,689,Sales,9,some_college,Medical,very_high,Male,35,low,two,Sales Executive,very_high,Divorced,4668,22812,0,No,17,Excellent,very_high,three,9,2,best,8,7,0,7
30,No,Travel_Rarely,201,Research & Development,5,bachelors_degree,Technical Degree,very_high,Female,84,high,one,Research Scientist,low,Divorced,3204,10415,5,No,14,Excellent,very_high,one,8,3,better,3,2,2,2
30,No,Travel_Rarely,1427,Research & Development,2,no_college,Medical,meduim,Male,35,meduim,one,Laboratory Technician,very_high,Single,2720,11162,0,No,13,Excellent,very_high,zero,6,3,better,5,3,1,2
41,No,Travel_Frequently,857,Research & Development,10,bachelors_degree,Life Sciences,very_high,Male,91,meduim,four,Manager,low,Divorced,17181,12888,4,No,13,Excellent,meduim,one,21,2,good,7,6,7,7
41,No,Travel_Rarely,933,Research & Development,9,masters_degree,Life Sciences,high,Male,94,high,one,Laboratory Technician,low,Married,2238,6961,2,No,21,Outstanding,very_high,one,7,2,better,5,0,1,4
19,No,Travel_Rarely,1181,Research & Development,3,no_college,Medical,meduim,Female,79,high,one,Laboratory Technician,meduim,Single,1483,16102,1,No,14,Excellent,very_high,zero,1,3,better,1,0,0,0
40,No,Travel_Frequently,1395,Research & Development,26,bachelors_degree,Medical,meduim,Female,54,high,two,Research Scientist,meduim,Divorced,5605,8504,1,No,11,Excellent,low,one,20,2,better,20,7,2,13
35,No,Travel_Rarely,662,Sales,1,Doctorate,Marketing,high,Male,94,high,three,Sales Executive,meduim,Married,7295,11439,1,No,13,Excellent,low,two,10,3,better,10,8,0,6
53,No,Travel_Rarely,1436,Sales,6,some_college,Marketing,meduim,Male,34,high,two,Sales Representative,high,Married,2306,16047,2,Yes,20,Outstanding,very_high,one,13,3,bad,7,7,4,5
45,No,Travel_Rarely,194,Research & Development,9,bachelors_degree,Life Sciences,meduim,Male,60,high,two,Laboratory Technician,meduim,Divorced,2348,10901,8,No,18,Excellent,high,one,20,2,bad,17,9,0,15
32,No,Travel_Frequently,967,Sales,8,bachelors_degree,Marketing,meduim,Female,43,high,three,Sales Executive,very_high,Single,8998,15589,1,No,14,Excellent,very_high,zero,9,2,better,9,8,3,7
29,No,Non-Travel,1496,Research & Development,1,no_college,Technical Degree,very_high,Male,41,high,two,Manufacturing Director,high,Married,4319,26283,1,No,13,Excellent,low,one,10,1,better,10,7,0,9
51,No,Travel_Rarely,1169,Research & Development,7,masters_degree,Medical,meduim,Male,34,meduim,two,Manufacturing Director,high,Married,6132,13983,2,No,17,Excellent,high,zero,10,2,better,1,0,0,0
58,No,Travel_Rarely,1145,Research & Development,9,bachelors_degree,Medical,meduim,Female,75,meduim,one,Research Scientist,meduim,Married,3346,11873,4,Yes,20,Outstanding,meduim,one,9,3,good,1,0,0,0
40,No,Travel_Rarely,630,Sales,4,masters_degree,Marketing,high,Male,67,meduim,three,Sales Executive,very_high,Married,10855,8552,7,No,11,Excellent,low,one,15,2,good,12,11,2,11
34,No,Travel_Frequently,303,Sales,2,masters_degree,Marketing,high,Female,75,high,one,Sales Representative,high,Married,2231,11314,6,No,18,Excellent,very_high,one,6,3,better,4,3,1,2
22,No,Travel_Rarely,1256,Research & Development,19,no_college,Medical,high,Male,80,high,one,Research Scientist,very_high,Married,2323,11992,1,No,24,Outstanding,low,two,2,6,better,2,2,2,2
27,No,Non-Travel,691,Research & Development,9,bachelors_degree,Medical,very_high,Male,57,high,one,Research Scientist,meduim,Divorced,2024,5970,6,No,18,Excellent,very_high,one,6,1,bad,2,2,2,2
28,No,Travel_Rarely,440,Research & Development,21,bachelors_degree,Medical,high,Male,42,high,one,Research Scientist,very_high,Married,2713,6672,1,No,11,Excellent,high,one,5,2,bad,5,2,0,2
57,No,Travel_Rarely,334,Research & Development,24,some_college,Life Sciences,high,Male,83,very_high,three,Healthcare Representative,very_high,Divorced,9439,23402,3,Yes,16,Excellent,meduim,one,12,2,bad,5,3,1,4
27,No,Non-Travel,1450,Research & Development,3,bachelors_degree,Medical,high,Male,79,meduim,one,Research Scientist,high,Divorced,2566,25326,1,Yes,15,Excellent,very_high,one,1,2,good,1,1,0,1
50,No,Travel_Rarely,1452,Research & Development,11,bachelors_degree,Life Sciences,high,Female,53,high,five,Manager,meduim,Single,19926,17053,3,No,15,Excellent,meduim,zero,21,5,better,5,4,4,4
41,No,Travel_Rarely,465,Research & Development,14,bachelors_degree,Life Sciences,low,Male,56,high,one,Research Scientist,high,Divorced,2451,4609,4,No,12,Excellent,low,one,13,2,better,9,8,1,8
30,No,Travel_Rarely,1339,Sales,5,bachelors_degree,Life Sciences,meduim,Female,41,high,three,Sales Executive,very_high,Married,9419,8053,2,No,12,Excellent,high,one,12,2,better,10,9,7,4
38,No,Travel_Rarely,702,Sales,1,masters_degree,Life Sciences,low,Female,59,meduim,two,Sales Executive,very_high,Single,8686,12930,4,No,22,Outstanding,high,zero,12,2,best,8,3,0,7
32,No,Travel_Rarely,120,Research & Development,6,Doctorate,Life Sciences,high,Male,43,high,one,Research Scientist,high,Single,3038,12430,3,No,20,Outstanding,low,zero,8,2,better,5,4,1,4
27,No,Travel_Rarely,1157,Research & Development,17,bachelors_degree,Technical Degree,high,Male,51,high,one,Research Scientist,meduim,Married,3058,13364,0,Yes,16,Excellent,very_high,one,6,3,good,5,2,1,1
19,Yes,Travel_Frequently,602,Sales,1,no_college,Technical Degree,high,Female,100,low,one,Sales Representative,low,Single,2325,20989,0,No,21,Outstanding,low,zero,1,5,best,0,0,0,0
36,No,Travel_Frequently,1480,Research & Development,3,some_college,Medical,very_high,Male,30,high,one,Laboratory Technician,meduim,Single,2088,15062,4,No,12,Excellent,high,zero,13,3,good,8,7,7,2
30,No,Non-Travel,111,Research & Development,9,bachelors_degree,Medical,high,Male,66,high,two,Laboratory Technician,low,Divorced,3072,11012,1,No,11,Excellent,high,two,12,4,better,12,9,6,10
45,No,Travel_Rarely,1268,Sales,4,some_college,Life Sciences,high,Female,30,high,two,Sales Executive,low,Divorced,5006,6319,4,Yes,11,Excellent,low,one,9,3,best,5,4,0,3
56,No,Travel_Rarely,713,Research & Development,8,bachelors_degree,Life Sciences,high,Female,67,high,one,Research Scientist,low,Divorced,4257,13939,4,Yes,18,Excellent,high,one,19,3,better,2,2,2,2
33,No,Travel_Rarely,134,Research & Development,2,bachelors_degree,Life Sciences,high,Male,90,high,one,Research Scientist,very_high,Single,2500,10515,0,No,14,Excellent,low,zero,4,2,best,3,1,0,2
19,Yes,Travel_Rarely,303,Research & Development,2,bachelors_degree,Life Sciences,meduim,Male,47,meduim,one,Laboratory Technician,very_high,Single,1102,9241,1,No,22,Outstanding,high,zero,1,3,good,1,0,1,0
46,No,Travel_Rarely,526,Sales,1,some_college,Marketing,meduim,Female,92,high,three,Sales Executive,low,Divorced,10453,2137,1,No,25,Outstanding,high,three,24,2,better,24,13,15,7
38,No,Travel_Rarely,1380,Research & Development,9,some_college,Life Sciences,high,Female,75,high,one,Laboratory Technician,very_high,Single,2288,6319,1,No,12,Excellent,high,zero,2,3,better,2,2,2,1
31,No,Travel_Rarely,140,Research & Development,12,no_college,Medical,high,Female,95,high,one,Research Scientist,very_high,Married,3929,6984,8,Yes,23,Outstanding,high,one,7,0,better,4,2,0,2
34,No,Travel_Rarely,629,Research & Development,27,some_college,Medical,very_high,Female,95,high,one,Research Scientist,meduim,Single,2311,5711,2,No,15,Excellent,very_high,zero,9,3,better,3,2,1,2
41,Yes,Travel_Rarely,1356,Sales,20,some_college,Marketing,meduim,Female,70,high,one,Sales Representative,meduim,Single,3140,21728,1,Yes,22,Outstanding,very_high,zero,4,5,good,4,3,0,2
50,No,Travel_Rarely,328,Research & Development,1,bachelors_degree,Medical,high,Male,86,meduim,one,Laboratory Technician,high,Married,3690,3425,2,No,15,Excellent,very_high,one,5,2,good,3,2,0,2
53,No,Travel_Rarely,1084,Research & Development,13,some_college,Medical,very_high,Female,57,very_high,two,Manufacturing Director,low,Divorced,4450,26250,1,No,11,Excellent,high,two,5,3,better,4,2,1,3
33,No,Travel_Rarely,931,Research & Development,14,bachelors_degree,Medical,very_high,Female,72,high,one,Research Scientist,meduim,Married,2756,4673,1,No,13,Excellent,very_high,one,8,5,better,8,7,1,6
40,No,Travel_Rarely,989,Research & Development,4,no_college,Medical,very_high,Female,46,high,five,Manager,high,Married,19033,6499,1,No,14,Excellent,meduim,one,21,2,better,20,8,9,9
55,No,Travel_Rarely,692,Research & Development,14,masters_degree,Medical,high,Male,61,very_high,five,Research Director,meduim,Single,18722,13339,8,No,11,Excellent,very_high,zero,36,3,better,24,15,2,15
34,No,Travel_Frequently,1069,Research & Development,2,no_college,Life Sciences,very_high,Male,45,meduim,two,Manufacturing Director,high,Married,9547,14074,1,No,17,Excellent,high,zero,10,2,good,10,9,1,9
51,No,Travel_Rarely,313,Research & Development,3,bachelors_degree,Medical,very_high,Female,98,high,four,Healthcare Representative,meduim,Single,13734,7192,3,No,18,Excellent,high,zero,21,6,better,7,7,1,0
52,No,Travel_Rarely,699,Research & Development,1,masters_degree,Life Sciences,high,Male,65,meduim,five,Manager,high,Married,19999,5678,0,No,14,Excellent,low,one,34,5,better,33,18,11,9
27,No,Travel_Rarely,894,Research & Development,9,bachelors_degree,Medical,very_high,Female,99,high,one,Research Scientist,meduim,Single,2279,11781,1,No,16,Excellent,very_high,zero,7,2,good,7,7,0,3
35,Yes,Travel_Rarely,556,Research & Development,23,some_college,Life Sciences,meduim,Male,50,meduim,two,Manufacturing Director,high,Married,5916,15497,3,Yes,13,Excellent,low,zero,8,1,better,1,0,0,1
43,No,Non-Travel,1344,Research & Development,7,bachelors_degree,Medical,very_high,Male,37,very_high,one,Research Scientist,very_high,Divorced,2089,5228,4,No,14,Excellent,very_high,three,7,3,best,5,4,2,2
45,No,Non-Travel,1195,Research & Development,2,some_college,Medical,low,Male,65,meduim,four,Manager,very_high,Married,16792,20462,9,No,23,Outstanding,very_high,one,22,1,better,20,8,11,8
37,No,Travel_Rarely,290,Research & Development,21,bachelors_degree,Life Sciences,meduim,Male,65,very_high,one,Research Scientist,low,Married,3564,22977,1,Yes,12,Excellent,low,one,8,3,good,8,7,1,7
35,No,Travel_Frequently,138,Research & Development,2,bachelors_degree,Medical,meduim,Female,37,high,two,Laboratory Technician,meduim,Single,4425,15986,5,No,11,Excellent,very_high,zero,10,5,better,6,2,1,2
42,No,Non-Travel,926,Research & Development,21,some_college,Medical,high,Female,36,high,two,Manufacturing Director,high,Divorced,5265,16439,2,No,16,Excellent,meduim,one,11,5,better,5,3,0,2
38,No,Travel_Rarely,1261,Research & Development,2,masters_degree,Life Sciences,very_high,Male,88,high,two,Manufacturing Director,high,Married,6553,7259,9,No,14,Excellent,meduim,zero,14,3,better,1,0,0,0
38,No,Travel_Rarely,1084,Research & Development,29,bachelors_degree,Technical Degree,very_high,Male,54,high,two,Manufacturing Director,very_high,Married,6261,4185,3,No,18,Excellent,low,one,9,3,bad,7,7,1,7
27,No,Travel_Frequently,472,Research & Development,1,no_college,Technical Degree,high,Male,60,meduim,two,Manufacturing Director,low,Married,4298,9679,5,No,19,Excellent,high,one,6,1,better,2,2,2,0
49,No,Non-Travel,1002,Research & Development,18,masters_degree,Life Sciences,very_high,Male,92,high,two,Manufacturing Director,very_high,Divorced,6804,23793,1,Yes,15,Excellent,low,two,7,0,better,7,7,1,7
34,No,Travel_Frequently,878,Research & Development,10,masters_degree,Medical,very_high,Male,43,high,one,Research Scientist,high,Divorced,3815,5972,1,Yes,17,Excellent,very_high,one,5,4,best,5,3,2,0
40,No,Travel_Rarely,905,Research & Development,19,some_college,Medical,high,Male,99,high,two,Laboratory Technician,very_high,Married,2741,16523,8,Yes,15,Excellent,high,one,15,2,best,7,2,3,7
38,Yes,Travel_Rarely,1180,Research & Development,29,no_college,Medical,meduim,Male,70,high,two,Healthcare Representative,low,Married,6673,11354,7,Yes,19,Excellent,meduim,zero,17,2,better,1,0,0,0
29,Yes,Travel_Rarely,121,Sales,27,bachelors_degree,Marketing,meduim,Female,35,high,three,Sales Executive,very_high,Married,7639,24525,1,No,22,Outstanding,very_high,three,10,3,good,10,4,1,9
22,No,Travel_Rarely,1136,Research & Development,5,bachelors_degree,Life Sciences,very_high,Male,60,very_high,one,Research Scientist,meduim,Divorced,2328,12392,1,Yes,16,Excellent,low,one,4,2,good,4,2,2,2
36,No,Travel_Frequently,635,Research & Development,18,no_college,Medical,meduim,Female,73,high,one,Laboratory Technician,very_high,Single,2153,7703,1,No,13,Excellent,low,zero,8,2,better,8,1,1,7
40,No,Non-Travel,1151,Research & Development,9,Doctorate,Life Sciences,very_high,Male,63,meduim,two,Healthcare Representative,very_high,Married,4876,14242,9,No,14,Excellent,very_high,one,5,5,bad,3,2,0,2
46,No,Travel_Rarely,644,Research & Development,1,masters_degree,Medical,very_high,Male,97,high,three,Healthcare Representative,low,Divorced,9396,12368,7,No,16,Excellent,high,one,17,3,better,4,2,0,3
32,Yes,Travel_Rarely,1045,Sales,4,masters_degree,Medical,very_high,Male,32,low,three,Sales Executive,very_high,Married,10400,25812,1,No,11,Excellent,high,zero,14,2,good,14,8,9,8
30,No,Non-Travel,829,Research & Development,1,no_college,Life Sciences,high,Male,88,meduim,three,Manufacturing Director,high,Single,8474,20925,1,No,22,Outstanding,high,zero,12,2,better,11,8,5,8
27,No,Travel_Frequently,1242,Sales,20,bachelors_degree,Life Sciences,very_high,Female,90,high,two,Sales Executive,high,Single,9981,12916,1,No,14,Excellent,very_high,zero,7,2,better,7,7,0,7
51,No,Travel_Rarely,1469,Research & Development,8,masters_degree,Life Sciences,meduim,Male,81,meduim,three,Research Director,meduim,Married,12490,15736,5,No,16,Excellent,very_high,two,16,5,bad,10,9,4,7
30,Yes,Travel_Rarely,1005,Research & Development,3,bachelors_degree,Technical Degree,very_high,Female,88,high,one,Research Scientist,low,Single,2657,8556,5,Yes,11,Excellent,high,zero,8,5,better,5,2,0,4
41,No,Travel_Rarely,896,Sales,6,bachelors_degree,Life Sciences,very_high,Female,75,high,three,Manager,very_high,Single,13591,14674,3,Yes,18,Excellent,high,zero,16,3,better,1,0,0,0
30,Yes,Travel_Frequently,334,Sales,26,masters_degree,Marketing,high,Female,52,meduim,two,Sales Executive,low,Single,6696,22967,5,No,15,Excellent,high,zero,9,5,good,6,3,0,1
29,Yes,Travel_Rarely,992,Research & Development,1,bachelors_degree,Technical Degree,high,Male,85,high,one,Research Scientist,high,Single,2058,19757,0,No,14,Excellent,very_high,zero,7,1,good,6,2,1,5
45,No,Non-Travel,1052,Sales,6,bachelors_degree,Medical,very_high,Female,57,meduim,three,Sales Executive,very_high,Single,8865,16840,6,No,12,Excellent,very_high,zero,23,2,better,19,7,12,8
54,No,Travel_Rarely,1147,Sales,3,bachelors_degree,Marketing,very_high,Female,52,high,two,Sales Executive,low,Married,5940,17011,2,No,14,Excellent,very_high,one,16,4,better,6,2,0,5
36,No,Travel_Rarely,1396,Research & Development,5,some_college,Life Sciences,very_high,Male,62,high,two,Laboratory Technician,meduim,Single,5914,9945,8,No,16,Excellent,very_high,zero,16,3,best,13,11,3,7
33,No,Travel_Rarely,147,Research & Development,4,masters_degree,Medical,high,Female,47,meduim,one,Research Scientist,meduim,Married,2622,13248,6,No,21,Outstanding,very_high,zero,7,3,better,3,2,1,1
37,No,Travel_Frequently,663,Research & Development,11,bachelors_degree,Other,meduim,Male,47,high,three,Research Director,very_high,Divorced,12185,10056,1,Yes,14,Excellent,high,three,10,1,better,10,8,0,7
38,No,Travel_Rarely,119,Sales,3,bachelors_degree,Life Sciences,low,Male,76,high,three,Sales Executive,high,Divorced,10609,9647,0,No,12,Excellent,high,two,17,6,good,16,10,5,13
31,No,Non-Travel,979,Research & Development,1,masters_degree,Medical,high,Male,90,low,two,Manufacturing Director,high,Married,4345,4381,0,No,12,Excellent,very_high,one,6,2,better,5,4,1,4
59,No,Travel_Rarely,142,Research & Development,3,bachelors_degree,Life Sciences,high,Male,70,meduim,one,Research Scientist,very_high,Married,2177,8456,3,No,17,Excellent,low,one,7,6,better,1,0,0,0
37,No,Travel_Frequently,319,Sales,4,masters_degree,Marketing,low,Male,41,high,one,Sales Representative,very_high,Divorced,2793,2539,4,No,17,Excellent,high,one,13,2,better,9,8,5,8
29,No,Travel_Frequently,1413,Sales,1,no_college,Medical,meduim,Female,42,high,three,Sales Executive,very_high,Married,7918,6599,1,No,14,Excellent,very_high,one,11,5,better,11,10,4,1
35,No,Travel_Frequently,944,Sales,1,bachelors_degree,Marketing,high,Female,92,high,three,Sales Executive,high,Single,8789,9096,1,No,14,Excellent,low,zero,10,3,best,10,7,0,8
29,Yes,Travel_Rarely,896,Research & Development,18,no_college,Medical,high,Male,86,meduim,one,Research Scientist,very_high,Single,2389,14961,1,Yes,13,Excellent,high,zero,4,3,good,4,3,0,1
52,No,Travel_Rarely,1323,Research & Development,2,bachelors_degree,Life Sciences,high,Female,89,meduim,one,Laboratory Technician,very_high,Single,3212,3300,7,No,15,Excellent,meduim,zero,6,3,good,2,2,2,2
42,No,Travel_Rarely,532,Research & Development,4,some_college,Technical Degree,high,Male,58,high,five,Manager,very_high,Married,19232,4933,1,No,11,Excellent,very_high,zero,22,3,better,22,17,11,15
59,No,Travel_Rarely,818,Human Resources,6,some_college,Medical,meduim,Male,52,high,one,Human Resources,high,Married,2267,25657,8,No,17,Excellent,very_high,zero,7,2,good,2,2,2,2
